pl_name,planet_status,mass,radius,type,orbital_period,semi_major_axis,star_name,star_distance,star_teff,star_radius,temp_calculated,mag_v,mag_j,mag_k,scale_factor,tsm,esm,alternate_names,updated,observation_type,reference,molecules,albedo,phase_curve,comments,molecules_cleaned,molecule_list
WASP-20 A b,Confirmed,0.313,1.459,Hot Jupiter,4.8996285,0.06003,WASP-20 A,210.0,5950.0,1.392,1379.0,10.68,,,1.15,,,WASP-20 b,10-04-2022,G-B: High resolution IR,2209.11506,"{H2O"":""Detection""}""",No,No,CRIRES+. Detection of water at 4.7σ level. Also looked for CO but only 2.2σ.,[],H2O
WASP-20 A b,Confirmed,0.313,1.459,Hot Jupiter,4.8996285,0.06003,WASP-20 A,210.0,5950.0,1.392,1379.0,10.68,,,1.15,,,WASP-20 b,10-04-2022,G-B: High resolution IR,2209.03669,"{H2O"":""Detection""}""",No,No,Tentative detection only,[],H2O
WASP-21 b,Confirmed,0.3,1.21,Hot Jupiter,4.3225126,0.052,WASP-21,230.0,5800.0,1.06,1262.736428,11.6,10.35,9.982,1.15,287.1665,78.133,,05-04-2022,G-B: Low resolution visible,2020A&A...642A..54C,"{Na"":""Detection"",""K"":""Upper limit""}""",0,No,Instrument: GTC/OSIRIS.,[],"K, Na, Upper"
WASP-21 b,Confirmed,0.3,1.21,Hot Jupiter,4.3225126,0.052,WASP-21,230.0,5800.0,1.06,1262.736428,11.6,10.35,9.982,1.15,287.1665,78.133,,05-04-2022,G-B: High resolution visible,2020A&A...642A..54C,"{Na"":""Detection""}""",0,No,"Instruments: ESO3.6/HARPS, TNG/HARPS-N.",[],Na
WASP-21 b,Confirmed,0.3,1.21,Hot Jupiter,4.3225126,0.052,WASP-21,230.0,5800.0,1.06,1262.736428,11.6,10.35,9.982,1.15,287.1665,78.133,,05-04-2022,G-B: Low resolution visible,2008.00971,"{Na"":""Detection""}""",0,No,,[],Na
WASP-21 b,Confirmed,0.3,1.21,Hot Jupiter,4.3225126,0.052,WASP-21,230.0,5800.0,1.06,1262.736428,11.6,10.35,9.982,1.15,287.1665,78.133,,05-04-2022,G-B: High resolution visible,2205.01623,"{Na"":""Detection""}""",No,No,Confirms previously reported detection of Na using HARPS and HARPS-N.,[],Na
WASP-24 b,Confirmed,1.071,1.3,Hot Jupiter,2.3412127,0.03651,WASP-24,332.5,6075.0,1.147,1641.933371,11.3,10.457,10.148,1.15,105.455,106.4027,,7/24/14,Spitzer,2012A&A...545A..93S,[],No,No,Atmosphere models with and without a thermal inversion fit the data equally well,[],
WASP-25 b,Confirmed,0.58,1.26,Hot Jupiter,3.76483,0.0474,WASP-25,169.0,5750.0,0.95,1241.291929,11.9,10.596,10.174,1.15,183.2772,94.4937,,7/24/14,G-B: Low resolution visible,2308.06263,"{Featureless spectra"":""Detection""}""",No,No,,[],
WASP-26 b,Confirmed,1.028,1.281,Hot Jupiter,2.7566004,0.03985,WASP-26,250.0,5950.0,1.34,1663.752255,11.3,10.021,9.69,1.15,95.3963,97.8381,,7/24/14,Spitzer,2013MNRAS.432..693M,[],No,No,Brightness T = 1825 ± 80 (at 3.6 µm) and 1725 ± 89 K (at 4.5 µm). Isothermal atmosphere with possible weak T inversion,[],
WASP-29 b,Confirmed,0.243,0.775,Hot Jupiter,3.92271218,0.047,WASP-29,80.0,4800.0,0.846,981.9987726,11.3,9.353,8.783,1.15,179.9977,66.5269,,9/24/21,HST WFC3,2205.10765,"{Featureless spectra"":""Detection""}""",0,No,,[],
WASP-3 b,Confirmed,2.06,1.454,Hot Jupiter,1.8468372,0.0313,WASP-3,223.0,6400.0,1.31,1996.534909,10.64,9.603,9.361,1.15,105.964,187.1871,,11-02-2012,CHEOPS,2409.16268,[],0.21,No,,[],
WASP-31 b,Confirmed,0.478,1.537,Hot Jupiter,3.405909,0.04657,WASP-31,400.0,6200.0,1.24,1542.704933,11.7,10.912,10.65,1.15,254.5841,89.0085,,7/28/23,HST WFC3,2021A&A...646A..17B,"{CrH"":""Detection"",""H2O"":""Detection"",""K"":""Detection""}""",No,No,"Weak evidence for CrH later confirmed with a ground-based high-res transmission spectrum. Also, weak evidence for K.",[],"CrH, H2O, K"
WASP-31 b,Confirmed,0.478,1.537,Hot Jupiter,3.405909,0.04657,WASP-31,400.0,6200.0,1.24,1542.704933,11.7,10.912,10.65,1.15,254.5841,89.0085,,7/28/23,G-B: High resolution visible,2307.06242,"{CrH"":""Detection""}""",No,No,,[],CrH
WASP-32 b,Confirmed,3.6,1.18,Hot Jupiter,2.71865,0.0394,WASP-32,275.994,6100.0,1.11,1561.26516,11.3,10.503,10.161,1.15,23.3223,85.2537,,10-10-2010,G-B: Low resolution visible,2305.19441,"{Featureless spectra"":""Detection""}""",No,No,,[],
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution visible,2209.10618,"{Ti"":""Detection"",""Ti+"":""Detection"",""V"":""Detection"",""Fe"":""Detection"",""Si"":""Detection"",""OH"":""Detection"",""V+"":""No detection"",""Fe+"":""No detection"",""Si+"":""No detection""}""",No,No,"High-resolution observations between the near-ultraviolet and the near-infrared (CARMENES, HARPS-N, ESPaDOnS)",[],"OH, Si, V, Fe, No, Ti"
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution IR,2103.03094,"{OH"":""Detection"",""H2O"":""Detection""}""",0,Yes,Detection of OH and possibly H2O,[],"OH, H2O"
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution IR,2503.12736,"{CO"":""Detection"",""H2O"":""Detection"",""OH"":""Detection""}""",No,No,Eclipse observations with IGRINS-2. Results confirms the presence of a thermal inverted atmosphere,[],"OH, H2O, CO"
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution IR,2112.10461,"{Si"":""Detection""}""",0,No,High-resolution emission spectroscopy in the near-infrared with CARMENES.,[],Si
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution IR,2305.19389,"{CO"":""Detection"",""H2O"":""Detection"",""OH"":""Detection"",""Molecular ratios: C/O, etc..."":""Detection""}""",No,No,,[],"C/O, OH, H2O, CO"
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution visible,2203.11188,"{Fe"":""Detection""}""",0,No,Detection of Fe I and thermal inversion in the planet day-side,[],Fe
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution IR,2203.13234,"{CO"":""Detection""}""",0,No,CO detected in emission. Inverted atmosphere in day-side and indicate an eastward hot spot,[],CO
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution visible,2011.07888,"{H"":""Detection""}""",0,No,"Detection of the Hα, Hβ, and Hγ lines using transit observations with CARMENES and HARPS-N",[],H
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution visible,2007.05508,"{Fe"":""Detection""}""",0,No,Fe I emission detection on day-side using HDS,[],Fe
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution visible,1911.0038,"{Ca+"":""Detection""}""",0,No,Using transit observations with CARMENES and HARPS-N,[],Ca
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution IR,2204.10158,"{CO"":""Detection""}""",0,No,CO detected in emission,[],CO
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution IR,2407.13388,"{H2O"":""Detection""}""",No,No,"Detection of water in transit with GIANO-B, tentatively coming from nightside emission",[],H2O
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,Spitzer,2408.13308,[],0.26,Yes,Dayside and nightside temperatures from phase curve at 4.5 um.,[],
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution visible,2017AJ....154..221N,"{TiO"":""Detection""}""",0,No,TiO detected on the planet dayside with SUBARU/HDS,[],TiO
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,Spitzer,2018AJ....155...83Z,[],0,Yes,Spitzer/IRAC phase-curves at 3.6 and 4.5 micron,[],
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: Low resolution visible,2019A&A...622A..71V,"{AlO"":""Detection""}""",0,No,AlO detected in transit with GTC/OSIRIS at 3.3 sigma,[],AlO
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution visible,2020AJ....160...93H,"{TiO"":""No detection""}""",0,No,log[TiO]<-9 at 3 sigmabased on ESPaDOnS and HIRES data,[],"No, TiO"
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution visible,2312.02413,"{H"":""Detection"",""Ca+"":""Detection"",""TiO"":""Upper limit"",""V"":""Upper limit"",""Ti"":""Upper limit"",""Ca"":""Upper limit"",""Fe+"":""Upper limit"",""FeH"":""Upper limit"",""Mg"":""Upper limit"",""Cr"":""Upper limit"",""Y"":""Upper limit"",""VO"":""Upper limit"",""AlO"":""Upper limit""}""",No,No,Observations from NEID analysed with transmission spectra and cross-correlation techniques,[],"FeH, H, Cr, VO, Y, AlO, V, Upper, Mg, Ca, Fe, Ti, TiO"
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,HST WFC3,2204.11729,"{H2O"":""Detection"",""H-"":""Detection"",""TiO"":""Detection""}""",No,No,,[],"TiO, H, H2O"
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution IR,2020AJ....160..228K,"{FeH"":""Upper limit""}""",0,No,,[],"Upper, FeH"
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution IR,2410.1106,"{CO"":""Detection""}""",No,No,,[],CO
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution visible,2105.12138,"{H"":""Detection""}""",0,No,We present detections of H$\alpha$ andH$\beta$ absorption in the atmosphere of the planet with a contrast almosttwice,[],H
WASP-33 b,Confirmed,2.8,1.603,UltraHot Jupiter,1.21986967,0.02558,WASP-33,116.0,7400.0,1.444,2300.0,8.3,7.581,7.468,1.15,251.324,466.239,,9/23/22,G-B: High resolution visible,2105.1023,"{Fe"":""Detection"",""TiO"":""Detection""}""",0,No,,[],"TiO, Fe"
WASP-34 b,Confirmed,0.58,1.26,Hot Jupiter,4.31768509,0.0545,WASP-34,120.0,5700.0,0.93,1252.0,10.4,9.172,8.792,1.15,371.638,191.2833,,08-01-2024,Spitzer,2108.04101,[],0,No,,[],
WASP-34 b,Confirmed,0.58,1.26,Hot Jupiter,4.31768509,0.0545,WASP-34,120.0,5700.0,0.93,1252.0,10.4,9.172,8.792,1.15,371.638,191.2833,,08-01-2024,Spitzer,2408.13308,[],0.6,Yes,Dayside and nightside temperatures from phase curves at 4.5 um,[],
WASP-34 b,Confirmed,0.58,1.26,Hot Jupiter,4.31768509,0.0545,WASP-34,120.0,5700.0,0.93,1252.0,10.4,9.172,8.792,1.15,371.638,191.2833,,08-01-2024,Spitzer,2203.15059,[],No,Yes,Spitzer phase curve,[],
WASP-36 b,Confirmed,2.279,1.269,Hot Jupiter,1.5373653,0.02624,WASP-36,450.0,5881.0,0.943,1781.0,12.7,11.609,11.294,1.15,43.519,104.6405,,5/30/19,G-B: Low resolution visible,2305.19441,"{Featureless spectra"":""Detection""}""",No,No,,[],
WASP-36 b,Confirmed,2.279,1.269,Hot Jupiter,1.5373653,0.02624,WASP-36,450.0,5881.0,0.943,1781.0,12.7,11.609,11.294,1.15,43.519,104.6405,,5/30/19,TESS,2204.03327,[],0.181,No,3σ upper limit geometric albedo of 0.286,[],
WASP-36 b,Confirmed,2.279,1.269,Hot Jupiter,1.5373653,0.02624,WASP-36,450.0,5881.0,0.943,1781.0,12.7,11.609,11.294,1.15,43.519,104.6405,,5/30/19,TESS,2003.06407,[],0.16,No,Geometric albedo determination of 0.16±0.16,[],
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,JWST-NIRSpec,2211.10487,"{Na"":""Detection"",""H2O"":""Detection"",""CO2"":""Detection"",""CO"":""Detection"",""CH4"":""No detection""}""",No,No,,[],"CH4, Na, CO2, No, H2O, CO"
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,JWST-NIRSpec,2211.10488,"{SO2"":""Detection"",""CO2"":""Detection"",""H2O"":""Detection"",""Molecular ratios: C/O, etc..."":""Detection""}""",No,No,,[],"C/O, SO2, CO2, H2O"
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,JWST-NIRCam,2211.10489,"{Molecular ratios: C/O, etc..."":""Detection"",""H2O"":""Detection"",""CH4"":""Upper limit""}""",No,No,,[],"C/O, CH4, Upper, H2O"
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,JWST-NIRSpec,2211.1049,"{SO2"":""Detection""}""",No,No,Direct Evidence of Photochemistry in an Exoplanet Atmosphere,[],SO2
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,JWST-NIRISS,2211.10493,"{K"":""Detection"",""Cloudy"":""Detection"",""Molecular ratios: C/O, etc..."":""Detection"",""H2O"":""Detection""}""",No,No,,[],"C/O, K, H2O"
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,HST STIS,1512.04341,"{Na"":""Detection""}""",0,No,,[],Na
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,JWST-NIRSpec,2504.00419,"{Molecular ratios: C\/O, etc..."":""Detection""}""",No,No,,[],"C, O"
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,JWST-NIRSpec,2504.07823,"{H2O"":""Detection"",""CO2"":""Detection"",""K"":""Detection"",""Na"":""Detection"",""SiO"":""Detection"",""Cloudy"":""Detection""}""",No,No,,[],"Na, CO2, SiO, K, H2O"
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,HST WFC3,2018AJ....155..156T,"{H2O"":""Detection""}""",0,No,,[],H2O
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,JWST-NIRSpec,2304.11994,"{CO"":""Detection""}""",No,No,,[],CO
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,G-B: Low resolution visible,2305.19441,"{Na"":""No detection"",""K"":""No detection"",""Featureless spectra"":""Detection""}""",No,No,,[],"No, K, Na"
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,G-B: High resolution IR,2307.0558,"{He"":""Upper limit""}""",No,No,3sigma upper limit of <2.05 % with SPIRou.,[],"Upper, He"
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,JWST-MIRI,2407.07965,"{SO2"":""Detection"",""H2O"":""Detection"",""Molecular ratios: C\/O, etc..."":""Detection""}""",No,No,,[],"SO2, C, H2O, O"
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,JWST-NIRSpec,2407.10294,"{CO2"":""Detection"",""H2O"":""Detection""}""",No,No,,[],"CO2, H2O"
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,JWST-NIRSpec,2407.13893,"{Na"":""Detection"",""K"":""Detection"",""H2O"":""Detection"",""CO"":""Detection"",""CO2"":""Detection"",""SO2"":""Detection""}""",No,No,Reanalysis of all ERC observations covering from 0.5 to 5.2 micron.,[],"Na, CO2, K, SO2, H2O, CO"
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,JWST-NIRSpec,2309.00036,"{CO"":""Detection""}""",No,No,Using Cross-correlation method,[],CO
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,HST WFC3,2018AJ....155...29W,"{H2O"":""Detection""}""",0,No,,[],H2O
WASP-39 b,Confirmed,0.28,1.27,Hot Jupiter,4.055259,0.0486,WASP-39,230.0,5400.0,0.895,1117.430697,12.11,10.663,10.202,1.15,382.3188,94.0098,,5/18/23,JWST-NIRSpec,2208.11692,"{CO2"":""Detection""}""",No,No,,[],CO2
WASP-4 b,Confirmed,1.1974,1.3846,Hot Jupiter,1.338231602,0.02312,WASP-4,300.0,5500.0,1.15,1870.471735,12.6,11.179,10.746,1.15,92.6163,125.8861,,4/21/20,Spitzer,2011ApJ...727...23B,[],No,No,Brightness T = 1832 ± 71 K (at 3.6 µm) and 1632 ± 56 K (at 4.5 µm). Models agree with modest or no thermal inversion,[],
WASP-4 b,Confirmed,1.1974,1.3846,Hot Jupiter,1.338231602,0.02312,WASP-4,300.0,5500.0,1.15,1870.471735,12.6,11.179,10.746,1.15,92.6163,125.8861,,4/21/20,G-B: Low resolution visible,2017AJ....154...95H,"{Featureless spectra"":""No detection""}""",No,No,Transmission spectrum is best fit with a uniform opacity or flat line (i.e. large grain scattering),[],No
WASP-4 b,Confirmed,1.1974,1.3846,Hot Jupiter,1.338231602,0.02312,WASP-4,300.0,5500.0,1.15,1870.471735,12.6,11.179,10.746,1.15,92.6163,125.8861,,4/21/20,HST WFC3,2022ApJS..260....3C,"{Featureless spectra"":""Detection""}""",No,No,Re-analysis of all available data (HST + Spitzer). Free model: thermal profile is either isothermal or locally inverted.,[],
WASP-4 b,Confirmed,1.1974,1.3846,Hot Jupiter,1.338231602,0.02312,WASP-4,300.0,5500.0,1.15,1870.471735,12.6,11.179,10.746,1.15,92.6163,125.8861,,4/21/20,HST WFC3,2506.12806,"{Molecular ratios: C\/O, etc..."":""Detection""}""",No,No,,[],"C, O"
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,JWST-MIRI,2404.16488,[],No,Yes,Two-Dimensional Eclipse Mapping,[],
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,Spitzer,2019AJ....157..205M,[],0,Yes,,[],
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,HST WFC3,2506.12806,"{Molecular ratios: C\/O, etc..."":""Detection""}""",No,No,,[],"C, O"
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,JWST-MIRI,2406.0349,"{CO"":""Detection"",""H2O"":""Detection"",""NH3"":""Detection"",""CH4"":""No detection"",""Molecular ratios: C\/O, etc..."":""Detection""}""",No,No,,[],"NH3, CH4, C, No, O, H2O, CO"
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,HST WFC3,2020A&A...639A...3C,"{H2O"":""Detection"",""AlO"":""Detection""}""",0,No,,[],"H2O, AlO"
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,JWST-NIRSpec,2406.10207,[],No,Yes,Latitudinal Asymmetry in the Dayside Atmosphere,[],
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,HST WFC3,2206.09738,[],0,Yes,"A retrieval framework which encapsulates the 3D nature of exoplanet atmospheres,",[],
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,G-B: High resolution IR,2307.11627,"{Molecular ratios: C/O, etc..."":""Detection"",""CO"":""Detection"",""H2O"":""Detection"",""CH4"":""Upper limit""}""",No,No,"C/O ratio and CO detections, and evidence of H2O with CRIRES+",[],"CH4, C/O, Upper, H2O, CO"
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,HST WFC3,2014ApJ...793L..27K,"{H2O"":""Detection""}""",0,No,H2O detected in both transmission and emission spectra,[],H2O
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,Spitzer,2408.13308,[],0.26,Yes,Dayside and nightside temperatures from phase curve at 4.5 um,[],
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,CHEOPS,2209.05303,[],0.087,Yes,Albedo Upper limit . TESS+Spitzer+CHEOPS,[],
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,JWST-MIRI,2401.13027,"{H2O"":""Detection"",""Cloudy"":""Detection""}""",No,Yes,,[],H2O
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,HST WFC3,2204.11729,"{CO2"":""Detection"",""H2O"":""Detection""}""",No,No,,[],"CO2, H2O"
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,TESS,2204.03327,[],0.116,No,3σ upper limit geometric albedo of 0.154,[],
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,G-B: High resolution IR,2411.17923,"{H2O"":""Detection"",""CO"":""Upper limit"",""CO2"":""Upper limit"",""CH4"":""Upper limit"",""Molecular ratios: C\/O, etc..."":""Upper limit""}""",No,No,Upper limit on the C/O ratio <0.95,[],"CH4, CO2, C, Upper, O, H2O, CO"
WASP-43 b,Confirmed,2.052,1.036,Hot Jupiter,0.81347753,0.01526,WASP-43,86.7467,4520.0,0.667,1440.978629,12.4,9.995,9.267,1.15,89.4346,343.1503,,8/28/23,G-B: Low resolution visible,2209.0668,[],0.1,No,geometric albedo in Johnson B: 0.18 ± 0.29 ; in Johnson V: 0.00 ± 0.11,[],
